base_length,extension_length,family_id,jaccard_overlap,layer,model_seed,position_mode,relation_type,spearman_utility_correlation,top2_head_overlap
2,2,irrelevant_extension:n2:k2:f7,0.3333333333333333,2,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f7,0.0,3,11,aligned,irrelevant_extension,-0.6000000000000001,0.0
2,2,irrelevant_extension:n2:k2:f7,0.0,4,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,2,irrelevant_extension:n2:k2:f7,0.3333333333333333,5,11,aligned,irrelevant_extension,-0.632455532033676,0.5
2,2,irrelevant_extension:n2:k2:f8,0.3333333333333333,0,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f8,0.3333333333333333,1,11,aligned,irrelevant_extension,0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f8,1.0,2,11,aligned,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f8,0.3333333333333333,3,11,aligned,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f8,0.3333333333333333,4,11,aligned,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f8,1.0,5,11,aligned,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f9,0.3333333333333333,0,11,aligned,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f9,0.3333333333333333,1,11,aligned,irrelevant_extension,0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f9,1.0,2,11,aligned,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f9,0.0,3,11,aligned,irrelevant_extension,-0.632455532033676,0.0
2,2,irrelevant_extension:n2:k2:f9,0.3333333333333333,4,11,aligned,irrelevant_extension,0.7745966692414834,0.5
2,2,irrelevant_extension:n2:k2:f9,0.3333333333333333,5,11,aligned,irrelevant_extension,-0.4472135954999579,0.5
2,2,irrelevant_extension:n2:k2:f10,0.3333333333333333,0,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f10,1.0,1,11,aligned,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f10,1.0,2,11,aligned,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f10,0.3333333333333333,3,11,aligned,irrelevant_extension,-0.2581988897471611,0.5
2,2,irrelevant_extension:n2:k2:f10,0.3333333333333333,4,11,aligned,irrelevant_extension,0.10540925533894598,0.5
2,2,irrelevant_extension:n2:k2:f10,0.3333333333333333,5,11,aligned,irrelevant_extension,-0.316227766016838,0.5
2,2,irrelevant_extension:n2:k2:f11,0.0,0,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,2,irrelevant_extension:n2:k2:f11,0.3333333333333333,1,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f11,0.0,2,11,aligned,irrelevant_extension,-0.6000000000000001,0.0
2,2,irrelevant_extension:n2:k2:f11,0.3333333333333333,3,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f11,0.3333333333333333,4,11,aligned,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f11,0.3333333333333333,5,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f12,0.3333333333333333,0,11,aligned,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f12,0.3333333333333333,1,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f12,1.0,2,11,aligned,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f12,0.3333333333333333,3,11,aligned,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f12,0.3333333333333333,4,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f12,0.0,5,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,2,irrelevant_extension:n2:k2:f13,1.0,0,11,aligned,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f13,0.3333333333333333,1,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f13,1.0,2,11,aligned,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f13,0.3333333333333333,3,11,aligned,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f13,0.3333333333333333,4,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f13,0.0,5,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,2,irrelevant_extension:n2:k2:f14,0.3333333333333333,0,11,aligned,irrelevant_extension,0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f14,0.3333333333333333,1,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f14,0.3333333333333333,2,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f14,0.0,3,11,aligned,irrelevant_extension,-0.6000000000000001,0.0
2,2,irrelevant_extension:n2:k2:f14,0.0,4,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,2,irrelevant_extension:n2:k2:f14,0.3333333333333333,5,11,aligned,irrelevant_extension,-0.632455532033676,0.5
2,2,irrelevant_extension:n2:k2:f15,0.0,0,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,2,irrelevant_extension:n2:k2:f15,0.0,1,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,2,irrelevant_extension:n2:k2:f15,0.3333333333333333,2,11,aligned,irrelevant_extension,-0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f15,0.3333333333333333,3,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f15,0.3333333333333333,4,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f15,1.0,5,11,aligned,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f0,1.0,0,11,randomized,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f0,0.3333333333333333,1,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f0,0.0,2,11,randomized,irrelevant_extension,-0.7999999999999999,0.0
2,2,irrelevant_extension:n2:k2:f0,0.3333333333333333,3,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f0,0.3333333333333333,4,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f0,0.3333333333333333,5,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f1,0.3333333333333333,0,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f1,0.3333333333333333,1,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f1,0.0,2,11,randomized,irrelevant_extension,-0.7999999999999999,0.0
2,2,irrelevant_extension:n2:k2:f1,0.3333333333333333,3,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f1,0.3333333333333333,4,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f1,0.3333333333333333,5,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f2,1.0,0,11,randomized,irrelevant_extension,0.6000000000000001,1.0
2,2,irrelevant_extension:n2:k2:f2,0.3333333333333333,1,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f2,1.0,2,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f2,0.3333333333333333,3,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f2,0.3333333333333333,4,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f2,0.3333333333333333,5,11,randomized,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f3,0.3333333333333333,0,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f3,1.0,1,11,randomized,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f3,0.3333333333333333,2,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f3,0.3333333333333333,3,11,randomized,irrelevant_extension,0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f3,1.0,4,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f3,0.3333333333333333,5,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f4,1.0,0,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f4,0.3333333333333333,1,11,randomized,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f4,0.3333333333333333,2,11,randomized,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f4,0.3333333333333333,3,11,randomized,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f4,0.3333333333333333,4,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f4,1.0,5,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f5,0.3333333333333333,0,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f5,1.0,1,11,randomized,irrelevant_extension,0.6000000000000001,1.0
2,2,irrelevant_extension:n2:k2:f5,1.0,2,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f5,1.0,3,11,randomized,irrelevant_extension,0.6000000000000001,1.0
2,2,irrelevant_extension:n2:k2:f5,1.0,4,11,randomized,irrelevant_extension,0.6000000000000001,1.0
2,2,irrelevant_extension:n2:k2:f5,1.0,5,11,randomized,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f6,0.3333333333333333,0,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f6,0.3333333333333333,1,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f6,0.0,2,11,randomized,irrelevant_extension,-0.6000000000000001,0.0
2,2,irrelevant_extension:n2:k2:f6,0.3333333333333333,3,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f6,0.3333333333333333,4,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f6,0.3333333333333333,5,11,randomized,irrelevant_extension,0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f7,0.3333333333333333,0,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f7,0.3333333333333333,1,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f7,0.3333333333333333,2,11,randomized,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f7,0.3333333333333333,3,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f7,0.3333333333333333,4,11,randomized,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f7,0.3333333333333333,5,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f8,0.3333333333333333,0,11,randomized,irrelevant_extension,0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f8,0.3333333333333333,1,11,randomized,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f8,1.0,2,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f8,1.0,3,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f8,0.3333333333333333,4,11,randomized,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f8,0.0,5,11,randomized,irrelevant_extension,-0.6000000000000001,0.0
2,2,irrelevant_extension:n2:k2:f9,0.3333333333333333,0,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f9,1.0,1,11,randomized,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f9,1.0,2,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f9,0.3333333333333333,3,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f9,0.3333333333333333,4,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f9,0.3333333333333333,5,11,randomized,irrelevant_extension,-0.632455532033676,0.5
2,2,irrelevant_extension:n2:k2:f10,0.3333333333333333,0,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f10,0.3333333333333333,1,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f10,1.0,2,11,randomized,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f10,0.3333333333333333,3,11,randomized,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f10,0.3333333333333333,4,11,randomized,irrelevant_extension,0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f10,0.0,5,11,randomized,irrelevant_extension,-1.0,0.0
2,2,irrelevant_extension:n2:k2:f11,0.3333333333333333,0,11,randomized,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f11,0.3333333333333333,1,11,randomized,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f11,0.3333333333333333,2,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f11,1.0,3,11,randomized,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f11,0.3333333333333333,4,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f11,1.0,5,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f12,1.0,0,11,randomized,irrelevant_extension,0.6000000000000001,1.0
2,2,irrelevant_extension:n2:k2:f12,0.3333333333333333,1,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f12,1.0,2,11,randomized,irrelevant_extension,0.6000000000000001,1.0
2,2,irrelevant_extension:n2:k2:f12,1.0,3,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f12,0.3333333333333333,4,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f12,0.3333333333333333,5,11,randomized,irrelevant_extension,0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f13,1.0,0,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f13,0.3333333333333333,1,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f13,1.0,2,11,randomized,irrelevant_extension,0.6000000000000001,1.0
2,2,irrelevant_extension:n2:k2:f13,0.3333333333333333,3,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f13,0.3333333333333333,4,11,randomized,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f13,0.3333333333333333,5,11,randomized,irrelevant_extension,0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f14,0.3333333333333333,0,11,randomized,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f14,1.0,1,11,randomized,irrelevant_extension,0.7999999999999999,1.0
2,2,irrelevant_extension:n2:k2:f14,0.3333333333333333,2,11,randomized,irrelevant_extension,0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f14,1.0,3,11,randomized,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f14,1.0,4,11,randomized,irrelevant_extension,1.0,1.0
2,2,irrelevant_extension:n2:k2:f14,0.3333333333333333,5,11,randomized,irrelevant_extension,0.0,0.5
2,2,irrelevant_extension:n2:k2:f15,0.3333333333333333,0,11,randomized,irrelevant_extension,-0.39999999999999997,0.5
2,2,irrelevant_extension:n2:k2:f15,0.0,1,11,randomized,irrelevant_extension,-1.0,0.0
2,2,irrelevant_extension:n2:k2:f15,0.3333333333333333,2,11,randomized,irrelevant_extension,-0.7999999999999999,0.5
2,2,irrelevant_extension:n2:k2:f15,0.3333333333333333,3,11,randomized,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f15,0.3333333333333333,4,11,randomized,irrelevant_extension,-0.19999999999999998,0.5
2,2,irrelevant_extension:n2:k2:f15,1.0,5,11,randomized,irrelevant_extension,1.0,1.0
2,4,irrelevant_extension:n2:k4:f0,0.0,0,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,4,irrelevant_extension:n2:k4:f0,0.3333333333333333,1,11,aligned,irrelevant_extension,0.0,0.5
2,4,irrelevant_extension:n2:k4:f0,0.0,2,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,4,irrelevant_extension:n2:k4:f0,0.3333333333333333,3,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f0,0.3333333333333333,4,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f0,0.3333333333333333,5,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f1,0.3333333333333333,0,11,aligned,irrelevant_extension,0.19999999999999998,0.5
2,4,irrelevant_extension:n2:k4:f1,0.3333333333333333,1,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f1,0.0,2,11,aligned,irrelevant_extension,-0.6000000000000001,0.0
2,4,irrelevant_extension:n2:k4:f1,0.3333333333333333,3,11,aligned,irrelevant_extension,0.19999999999999998,0.5
2,4,irrelevant_extension:n2:k4:f1,0.3333333333333333,4,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f1,0.3333333333333333,5,11,aligned,irrelevant_extension,0.7999999999999999,0.5
2,4,irrelevant_extension:n2:k4:f2,0.3333333333333333,0,11,aligned,irrelevant_extension,0.7999999999999999,0.5
2,4,irrelevant_extension:n2:k4:f2,0.3333333333333333,1,11,aligned,irrelevant_extension,0.19999999999999998,0.5
2,4,irrelevant_extension:n2:k4:f2,0.3333333333333333,2,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f2,0.0,3,11,aligned,irrelevant_extension,-0.6000000000000001,0.0
2,4,irrelevant_extension:n2:k4:f2,0.0,4,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,4,irrelevant_extension:n2:k4:f2,0.0,5,11,aligned,irrelevant_extension,-0.9486832980505139,0.0
2,4,irrelevant_extension:n2:k4:f3,1.0,0,11,aligned,irrelevant_extension,0.7999999999999999,1.0
2,4,irrelevant_extension:n2:k4:f3,0.3333333333333333,1,11,aligned,irrelevant_extension,0.19999999999999998,0.5
2,4,irrelevant_extension:n2:k4:f3,0.3333333333333333,2,11,aligned,irrelevant_extension,0.0,0.5
2,4,irrelevant_extension:n2:k4:f3,0.3333333333333333,3,11,aligned,irrelevant_extension,0.0,0.5
2,4,irrelevant_extension:n2:k4:f3,0.3333333333333333,4,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f3,0.0,5,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,4,irrelevant_extension:n2:k4:f4,0.3333333333333333,0,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f4,0.3333333333333333,1,11,aligned,irrelevant_extension,-0.19999999999999998,0.5
2,4,irrelevant_extension:n2:k4:f4,0.0,2,11,aligned,irrelevant_extension,-0.6000000000000001,0.0
2,4,irrelevant_extension:n2:k4:f4,0.3333333333333333,3,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f4,0.3333333333333333,4,11,aligned,irrelevant_extension,0.7999999999999999,0.5
2,4,irrelevant_extension:n2:k4:f4,0.3333333333333333,5,11,aligned,irrelevant_extension,0.7999999999999999,0.5
2,4,irrelevant_extension:n2:k4:f5,0.3333333333333333,0,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f5,1.0,1,11,aligned,irrelevant_extension,0.7999999999999999,1.0
2,4,irrelevant_extension:n2:k4:f5,0.0,2,11,aligned,irrelevant_extension,-0.7999999999999999,0.0
2,4,irrelevant_extension:n2:k4:f5,0.3333333333333333,3,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f5,0.0,4,11,aligned,irrelevant_extension,-1.0,0.0
2,4,irrelevant_extension:n2:k4:f5,0.3333333333333333,5,11,aligned,irrelevant_extension,0.19999999999999998,0.5
2,4,irrelevant_extension:n2:k4:f6,0.3333333333333333,0,11,aligned,irrelevant_extension,-0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f6,0.3333333333333333,1,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f6,0.0,2,11,aligned,irrelevant_extension,-0.6000000000000001,0.0
2,4,irrelevant_extension:n2:k4:f6,0.3333333333333333,3,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f6,0.3333333333333333,4,11,aligned,irrelevant_extension,0.7999999999999999,0.5
2,4,irrelevant_extension:n2:k4:f6,0.3333333333333333,5,11,aligned,irrelevant_extension,0.7999999999999999,0.5
2,4,irrelevant_extension:n2:k4:f7,1.0,0,11,aligned,irrelevant_extension,1.0,1.0
2,4,irrelevant_extension:n2:k4:f7,0.3333333333333333,1,11,aligned,irrelevant_extension,0.39999999999999997,0.5
2,4,irrelevant_extension:n2:k4:f7,0.3333333333333333,2,11,aligned,irrelevant_extension,-0.19999999999999998,0.5
2,4,irrelevant_extension:n2:k4:f7,0.3333333333333333,3,11,aligned,irrelevant_extension,0.0,0.5
