competitor_switch_count,depth,family,model_seed,nuisance_distance,nuisance_type,predictive_span,realization,stable_decision_depth,top1_reversal_count,trained_window,window
2,6,0:3,11,4,N3,2,2,11,1,full,4
2,6,0:3,11,4,N3,2,3,11,1,full,4
4,6,1:0,11,4,N3,2,0,11,1,full,4
6,6,1:0,11,4,N3,2,1,11,1,full,4
7,6,1:0,11,4,N3,2,2,11,1,full,4
2,6,1:0,11,4,N3,2,3,11,1,full,4
1,6,1:1,11,4,N3,2,0,,0,full,4
2,6,1:1,11,4,N3,2,1,,0,full,4
5,6,1:1,11,4,N3,2,2,,2,full,4
3,6,1:1,11,4,N3,2,3,,2,full,4
2,6,1:2,11,4,N3,2,0,11,1,full,4
2,6,1:2,11,4,N3,2,1,,0,full,4
2,6,1:2,11,4,N3,2,2,,0,full,4
1,6,1:2,11,4,N3,2,3,,0,full,4
5,6,1:3,11,4,N3,2,0,15,1,full,4
3,6,1:3,11,4,N3,2,1,15,1,full,4
4,6,1:3,11,4,N3,2,2,11,1,full,4
2,6,1:3,11,4,N3,2,3,12,1,full,4
2,6,2:0,11,4,N3,2,0,11,1,full,4
3,6,2:0,11,4,N3,2,1,11,1,full,4
3,6,2:0,11,4,N3,2,2,11,1,full,4
3,6,2:0,11,4,N3,2,3,15,1,full,4
1,6,2:1,11,4,N3,2,0,19,3,full,4
1,6,2:1,11,4,N3,2,1,19,3,full,4
1,6,2:1,11,4,N3,2,2,19,3,full,4
1,6,2:1,11,4,N3,2,3,,0,full,4
2,6,2:2,11,4,N3,2,0,,0,full,4
6,6,2:2,11,4,N3,2,1,11,1,full,4
4,6,2:2,11,4,N3,2,2,11,1,full,4
6,6,2:2,11,4,N3,2,3,11,1,full,4
4,6,2:3,11,4,N3,2,0,11,1,full,4
2,6,2:3,11,4,N3,2,1,16,1,full,4
1,6,2:3,11,4,N3,2,2,12,1,full,4
3,6,2:3,11,4,N3,2,3,12,1,full,4
4,6,3:0,11,4,N3,2,0,11,1,full,4
2,6,3:0,11,4,N3,2,1,12,1,full,4
0,6,3:0,11,4,N3,2,2,11,1,full,4
4,6,3:0,11,4,N3,2,3,11,1,full,4
8,6,3:1,11,4,N3,2,0,,0,full,4
3,6,3:1,11,4,N3,2,1,15,1,full,4
1,6,3:1,11,4,N3,2,2,,0,full,4
5,6,3:1,11,4,N3,2,3,24,1,full,4
3,6,3:2,11,4,N3,2,0,16,3,full,4
2,6,3:2,11,4,N3,2,1,11,1,full,4
4,6,3:2,11,4,N3,2,2,11,1,full,4
3,6,3:2,11,4,N3,2,3,11,1,full,4
6,6,3:3,11,4,N3,2,0,16,1,full,4
2,6,3:3,11,4,N3,2,1,15,3,full,4
2,6,3:3,11,4,N3,2,2,15,3,full,4
4,6,3:3,11,4,N3,2,3,16,1,full,4
6,6,0:0,11,8,N1,2,0,8,1,full,4
5,6,0:0,11,8,N1,2,1,8,1,full,4
6,6,0:0,11,8,N1,2,2,8,1,full,4
5,6,0:0,11,8,N1,2,3,8,1,full,4
1,6,0:1,11,8,N1,2,0,11,1,full,4
4,6,0:1,11,8,N1,2,1,11,1,full,4
2,6,0:1,11,8,N1,2,2,11,1,full,4
4,6,0:1,11,8,N1,2,3,11,1,full,4
4,6,0:2,11,8,N1,2,0,12,3,full,4
2,6,0:2,11,8,N1,2,1,15,3,full,4
4,6,0:2,11,8,N1,2,2,12,3,full,4
2,6,0:2,11,8,N1,2,3,12,3,full,4
5,6,0:3,11,8,N1,2,0,11,1,full,4
7,6,0:3,11,8,N1,2,1,11,1,full,4
8,6,0:3,11,8,N1,2,2,11,1,full,4
3,6,0:3,11,8,N1,2,3,11,1,full,4
4,6,1:0,11,8,N1,2,0,11,1,full,4
4,6,1:0,11,8,N1,2,1,11,1,full,4
9,6,1:0,11,8,N1,2,2,11,1,full,4
8,6,1:0,11,8,N1,2,3,11,1,full,4
2,6,1:1,11,8,N1,2,0,11,1,full,4
1,6,1:1,11,8,N1,2,1,,2,full,4
1,6,1:1,11,8,N1,2,2,,2,full,4
1,6,1:1,11,8,N1,2,3,,2,full,4
2,6,1:2,11,8,N1,2,0,,0,full,4
2,6,1:2,11,8,N1,2,1,,0,full,4
2,6,1:2,11,8,N1,2,2,,0,full,4
2,6,1:2,11,8,N1,2,3,,0,full,4
4,6,1:3,11,8,N1,2,0,11,1,full,4
4,6,1:3,11,8,N1,2,1,11,1,full,4
4,6,1:3,11,8,N1,2,2,11,1,full,4
2,6,1:3,11,8,N1,2,3,11,1,full,4
4,6,2:0,11,8,N1,2,0,11,1,full,4
4,6,2:0,11,8,N1,2,1,11,1,full,4
4,6,2:0,11,8,N1,2,2,11,1,full,4
6,6,2:0,11,8,N1,2,3,11,1,full,4
1,6,2:1,11,8,N1,2,0,,0,full,4
2,6,2:1,11,8,N1,2,1,11,1,full,4
1,6,2:1,11,8,N1,2,2,,0,full,4
2,6,2:1,11,8,N1,2,3,11,1,full,4
5,6,2:2,11,8,N1,2,0,11,1,full,4
3,6,2:2,11,8,N1,2,1,11,1,full,4
3,6,2:2,11,8,N1,2,2,11,1,full,4
6,6,2:2,11,8,N1,2,3,11,1,full,4
3,6,2:3,11,8,N1,2,0,15,1,full,4
3,6,2:3,11,8,N1,2,1,15,1,full,4
3,6,2:3,11,8,N1,2,2,15,1,full,4
4,6,2:3,11,8,N1,2,3,12,1,full,4
6,6,3:0,11,8,N1,2,0,11,1,full,4
6,6,3:0,11,8,N1,2,1,11,1,full,4
6,6,3:0,11,8,N1,2,2,11,1,full,4
6,6,3:0,11,8,N1,2,3,11,1,full,4
1,6,3:1,11,8,N1,2,0,,2,full,4
7,6,3:1,11,8,N1,2,1,12,1,full,4
1,6,3:1,11,8,N1,2,2,,0,full,4
1,6,3:1,11,8,N1,2,3,15,1,full,4
5,6,3:2,11,8,N1,2,0,11,1,full,4
3,6,3:2,11,8,N1,2,1,11,1,full,4
3,6,3:2,11,8,N1,2,2,11,1,full,4
5,6,3:2,11,8,N1,2,3,11,1,full,4
4,6,3:3,11,8,N1,2,0,15,1,full,4
3,6,3:3,11,8,N1,2,1,15,1,full,4
4,6,3:3,11,8,N1,2,2,15,1,full,4
3,6,3:3,11,8,N1,2,3,15,1,full,4
4,6,0:0,11,8,N2,2,0,7,1,full,4
5,6,0:0,11,8,N2,2,1,8,1,full,4
4,6,0:0,11,8,N2,2,2,7,1,full,4
3,6,0:0,11,8,N2,2,3,7,1,full,4
4,6,0:1,11,8,N2,2,0,11,1,full,4
4,6,0:1,11,8,N2,2,1,11,1,full,4
4,6,0:1,11,8,N2,2,2,12,1,full,4
4,6,0:1,11,8,N2,2,3,12,1,full,4
3,6,0:2,11,8,N2,2,0,12,3,full,4
2,6,0:2,11,8,N2,2,1,12,3,full,4
3,6,0:2,11,8,N2,2,2,12,3,full,4
2,6,0:2,11,8,N2,2,3,12,3,full,4
7,6,0:3,11,8,N2,2,0,11,1,full,4
7,6,0:3,11,8,N2,2,1,11,1,full,4
4,6,0:3,11,8,N2,2,2,11,1,full,4
4,6,0:3,11,8,N2,2,3,11,1,full,4
5,6,1:0,11,8,N2,2,0,11,1,full,4
4,6,1:0,11,8,N2,2,1,11,1,full,4
5,6,1:0,11,8,N2,2,2,11,1,full,4
4,6,1:0,11,8,N2,2,3,11,1,full,4
1,6,1:1,11,8,N2,2,0,,2,full,4
1,6,1:1,11,8,N2,2,1,,2,full,4
1,6,1:1,11,8,N2,2,2,,2,full,4
1,6,1:1,11,8,N2,2,3,,2,full,4
2,6,1:2,11,8,N2,2,0,,0,full,4
2,6,1:2,11,8,N2,2,1,,0,full,4
2,6,1:2,11,8,N2,2,2,,0,full,4
2,6,1:2,11,8,N2,2,3,,0,full,4
2,6,1:3,11,8,N2,2,0,11,1,full,4
4,6,1:3,11,8,N2,2,1,11,1,full,4
2,6,1:3,11,8,N2,2,2,11,1,full,4
4,6,1:3,11,8,N2,2,3,11,1,full,4
4,6,2:0,11,8,N2,2,0,11,1,full,4
4,6,2:0,11,8,N2,2,1,11,1,full,4
4,6,2:0,11,8,N2,2,2,11,1,full,4
4,6,2:0,11,8,N2,2,3,11,1,full,4
1,6,2:1,11,8,N2,2,0,,0,full,4
3,6,2:1,11,8,N2,2,1,11,1,full,4
1,6,2:1,11,8,N2,2,2,,0,full,4
1,6,2:1,11,8,N2,2,3,,0,full,4
6,6,2:2,11,8,N2,2,0,11,1,full,4
6,6,2:2,11,8,N2,2,1,11,1,full,4
6,6,2:2,11,8,N2,2,2,11,1,full,4
6,6,2:2,11,8,N2,2,3,11,1,full,4
3,6,2:3,11,8,N2,2,0,12,1,full,4
3,6,2:3,11,8,N2,2,1,15,1,full,4
3,6,2:3,11,8,N2,2,2,15,1,full,4
5,6,2:3,11,8,N2,2,3,15,1,full,4
6,6,3:0,11,8,N2,2,0,11,1,full,4
7,6,3:0,11,8,N2,2,1,11,1,full,4
7,6,3:0,11,8,N2,2,2,11,1,full,4
8,6,3:0,11,8,N2,2,3,11,1,full,4
1,6,3:1,11,8,N2,2,0,,0,full,4
1,6,3:1,11,8,N2,2,1,,0,full,4
1,6,3:1,11,8,N2,2,2,,0,full,4
1,6,3:1,11,8,N2,2,3,,0,full,4
3,6,3:2,11,8,N2,2,0,11,1,full,4
3,6,3:2,11,8,N2,2,1,11,1,full,4
3,6,3:2,11,8,N2,2,2,11,1,full,4
3,6,3:2,11,8,N2,2,3,11,1,full,4
5,6,3:3,11,8,N2,2,0,15,1,full,4
4,6,3:3,11,8,N2,2,1,15,1,full,4
3,6,3:3,11,8,N2,2,2,15,1,full,4
3,6,3:3,11,8,N2,2,3,15,1,full,4
6,6,0:0,11,8,N3,2,0,8,1,full,4
4,6,0:0,11,8,N3,2,1,7,1,full,4
6,6,0:0,11,8,N3,2,2,8,1,full,4
3,6,0:0,11,8,N3,2,3,7,1,full,4
4,6,0:1,11,8,N3,2,0,11,1,full,4
5,6,0:1,11,8,N3,2,1,11,1,full,4
2,6,0:1,11,8,N3,2,2,12,1,full,4
5,6,0:1,11,8,N3,2,3,11,1,full,4
2,6,0:2,11,8,N3,2,0,15,3,full,4
2,6,0:2,11,8,N3,2,1,12,3,full,4
3,6,0:2,11,8,N3,2,2,12,3,full,4
3,6,0:2,11,8,N3,2,3,12,3,full,4
9,6,0:3,11,8,N3,2,0,11,1,full,4
5,6,0:3,11,8,N3,2,1,11,1,full,4
2,6,0:3,11,8,N3,2,2,11,1,full,4
6,6,0:3,11,8,N3,2,3,11,1,full,4
6,6,1:0,11,8,N3,2,0,11,1,full,4
3,6,1:0,11,8,N3,2,1,11,1,full,4
9,6,1:0,11,8,N3,2,2,11,1,full,4
4,6,1:0,11,8,N3,2,3,11,1,full,4
1,6,1:1,11,8,N3,2,0,,0,full,4
2,6,1:1,11,8,N3,2,1,,0,full,4
2,6,1:1,11,8,N3,2,2,,0,full,4
4,6,1:1,11,8,N3,2,3,,2,full,4
2,6,1:2,11,8,N3,2,0,,0,full,4
2,6,1:2,11,8,N3,2,1,,0,full,4
2,6,1:2,11,8,N3,2,2,,0,full,4
2,6,1:2,11,8,N3,2,3,,0,full,4
4,6,1:3,11,8,N3,2,0,11,1,full,4
4,6,1:3,11,8,N3,2,1,11,1,full,4
2,6,1:3,11,8,N3,2,2,11,1,full,4
4,6,1:3,11,8,N3,2,3,11,1,full,4
4,6,2:0,11,8,N3,2,0,11,1,full,4
4,6,2:0,11,8,N3,2,1,11,1,full,4
4,6,2:0,11,8,N3,2,2,11,1,full,4
4,6,2:0,11,8,N3,2,3,11,1,full,4
1,6,2:1,11,8,N3,2,0,15,1,full,4
2,6,2:1,11,8,N3,2,1,15,1,full,4
1,6,2:1,11,8,N3,2,2,15,1,full,4
6,6,2:1,11,8,N3,2,3,11,1,full,4
5,6,2:2,11,8,N3,2,0,11,1,full,4
5,6,2:2,11,8,N3,2,1,11,1,full,4
6,6,2:2,11,8,N3,2,2,11,1,full,4
5,6,2:2,11,8,N3,2,3,11,1,full,4
3,6,2:3,11,8,N3,2,0,12,1,full,4
3,6,2:3,11,8,N3,2,1,15,1,full,4
3,6,2:3,11,8,N3,2,2,15,1,full,4
5,6,2:3,11,8,N3,2,3,15,1,full,4
5,6,3:0,11,8,N3,2,0,11,1,full,4
6,6,3:0,11,8,N3,2,1,11,1,full,4
6,6,3:0,11,8,N3,2,2,11,1,full,4
6,6,3:0,11,8,N3,2,3,11,1,full,4
1,6,3:1,11,8,N3,2,0,,0,full,4
1,6,3:1,11,8,N3,2,1,,0,full,4
1,6,3:1,11,8,N3,2,2,,0,full,4
1,6,3:1,11,8,N3,2,3,,0,full,4
6,6,3:2,11,8,N3,2,0,11,1,full,4
3,6,3:2,11,8,N3,2,1,11,1,full,4
6,6,3:2,11,8,N3,2,2,11,1,full,4
3,6,3:2,11,8,N3,2,3,11,1,full,4
4,6,3:3,11,8,N3,2,0,15,1,full,4
4,6,3:3,11,8,N3,2,1,15,1,full,4
3,6,3:3,11,8,N3,2,2,15,1,full,4
4,6,3:3,11,8,N3,2,3,15,1,full,4
4,6,0:0,11,16,N1,2,0,7,1,full,4
4,6,0:0,11,16,N1,2,1,7,1,full,4
4,6,0:0,11,16,N1,2,2,7,1,full,4
4,6,0:0,11,16,N1,2,3,7,1,full,4
4,6,0:1,11,16,N1,2,0,11,1,full,4
4,6,0:1,11,16,N1,2,1,11,1,full,4
4,6,0:1,11,16,N1,2,2,11,1,full,4
4,6,0:1,11,16,N1,2,3,11,1,full,4
3,6,0:2,11,16,N1,2,0,12,3,full,4
3,6,0:2,11,16,N1,2,1,12,3,full,4
3,6,0:2,11,16,N1,2,2,12,3,full,4
3,6,0:2,11,16,N1,2,3,12,3,full,4
6,6,0:3,11,16,N1,2,0,11,1,full,4
6,6,0:3,11,16,N1,2,1,11,1,full,4
6,6,0:3,11,16,N1,2,2,11,1,full,4
6,6,0:3,11,16,N1,2,3,11,1,full,4
4,6,1:0,11,16,N1,2,0,11,1,full,4
4,6,1:0,11,16,N1,2,1,11,1,full,4
4,6,1:0,11,16,N1,2,2,11,1,full,4
4,6,1:0,11,16,N1,2,3,11,1,full,4
1,6,1:1,11,16,N1,2,0,,0,full,4
1,6,1:1,11,16,N1,2,1,,0,full,4
1,6,1:1,11,16,N1,2,2,,0,full,4
1,6,1:1,11,16,N1,2,3,,0,full,4
2,6,1:2,11,16,N1,2,0,,0,full,4
2,6,1:2,11,16,N1,2,1,,0,full,4
2,6,1:2,11,16,N1,2,2,,0,full,4
2,6,1:2,11,16,N1,2,3,,0,full,4
2,6,1:3,11,16,N1,2,0,11,1,full,4
2,6,1:3,11,16,N1,2,1,11,1,full,4
2,6,1:3,11,16,N1,2,2,11,1,full,4
2,6,1:3,11,16,N1,2,3,11,1,full,4
4,6,2:0,11,16,N1,2,0,11,1,full,4
4,6,2:0,11,16,N1,2,1,11,1,full,4
4,6,2:0,11,16,N1,2,2,11,1,full,4
4,6,2:0,11,16,N1,2,3,11,1,full,4
1,6,2:1,11,16,N1,2,0,,0,full,4
1,6,2:1,11,16,N1,2,1,,0,full,4
1,6,2:1,11,16,N1,2,2,,0,full,4
1,6,2:1,11,16,N1,2,3,,0,full,4
6,6,2:2,11,16,N1,2,0,11,1,full,4
6,6,2:2,11,16,N1,2,1,11,1,full,4
6,6,2:2,11,16,N1,2,2,11,1,full,4
6,6,2:2,11,16,N1,2,3,11,1,full,4
3,6,2:3,11,16,N1,2,0,15,1,full,4
3,6,2:3,11,16,N1,2,1,15,1,full,4
3,6,2:3,11,16,N1,2,2,15,1,full,4
3,6,2:3,11,16,N1,2,3,15,1,full,4
6,6,3:0,11,16,N1,2,0,11,1,full,4
6,6,3:0,11,16,N1,2,1,11,1,full,4
6,6,3:0,11,16,N1,2,2,11,1,full,4
6,6,3:0,11,16,N1,2,3,11,1,full,4
1,6,3:1,11,16,N1,2,0,,0,full,4
1,6,3:1,11,16,N1,2,1,,0,full,4
1,6,3:1,11,16,N1,2,2,,0,full,4
1,6,3:1,11,16,N1,2,3,,0,full,4
3,6,3:2,11,16,N1,2,0,11,1,full,4
3,6,3:2,11,16,N1,2,1,11,1,full,4
3,6,3:2,11,16,N1,2,2,11,1,full,4
3,6,3:2,11,16,N1,2,3,11,1,full,4
5,6,3:3,11,16,N1,2,0,15,1,full,4
5,6,3:3,11,16,N1,2,1,15,1,full,4
5,6,3:3,11,16,N1,2,2,15,1,full,4
5,6,3:3,11,16,N1,2,3,15,1,full,4
4,6,0:0,11,16,N2,2,0,7,1,full,4
4,6,0:0,11,16,N2,2,1,7,1,full,4
4,6,0:0,11,16,N2,2,2,7,1,full,4
4,6,0:0,11,16,N2,2,3,7,1,full,4
4,6,0:1,11,16,N2,2,0,11,1,full,4
4,6,0:1,11,16,N2,2,1,11,1,full,4
4,6,0:1,11,16,N2,2,2,11,1,full,4
4,6,0:1,11,16,N2,2,3,11,1,full,4
3,6,0:2,11,16,N2,2,0,12,3,full,4
3,6,0:2,11,16,N2,2,1,12,3,full,4
3,6,0:2,11,16,N2,2,2,12,3,full,4
3,6,0:2,11,16,N2,2,3,12,3,full,4
6,6,0:3,11,16,N2,2,0,11,1,full,4
6,6,0:3,11,16,N2,2,1,11,1,full,4
6,6,0:3,11,16,N2,2,2,11,1,full,4
6,6,0:3,11,16,N2,2,3,11,1,full,4
4,6,1:0,11,16,N2,2,0,11,1,full,4
4,6,1:0,11,16,N2,2,1,11,1,full,4
4,6,1:0,11,16,N2,2,2,11,1,full,4
4,6,1:0,11,16,N2,2,3,11,1,full,4
1,6,1:1,11,16,N2,2,0,,0,full,4
1,6,1:1,11,16,N2,2,1,,0,full,4
1,6,1:1,11,16,N2,2,2,,0,full,4
1,6,1:1,11,16,N2,2,3,,0,full,4
2,6,1:2,11,16,N2,2,0,,0,full,4
2,6,1:2,11,16,N2,2,1,,0,full,4
2,6,1:2,11,16,N2,2,2,,0,full,4
2,6,1:2,11,16,N2,2,3,,0,full,4
2,6,1:3,11,16,N2,2,0,11,1,full,4
2,6,1:3,11,16,N2,2,1,11,1,full,4
2,6,1:3,11,16,N2,2,2,11,1,full,4
2,6,1:3,11,16,N2,2,3,11,1,full,4
4,6,2:0,11,16,N2,2,0,11,1,full,4
4,6,2:0,11,16,N2,2,1,11,1,full,4
4,6,2:0,11,16,N2,2,2,11,1,full,4
4,6,2:0,11,16,N2,2,3,11,1,full,4
1,6,2:1,11,16,N2,2,0,,0,full,4
1,6,2:1,11,16,N2,2,1,,0,full,4
1,6,2:1,11,16,N2,2,2,,0,full,4
1,6,2:1,11,16,N2,2,3,,0,full,4
6,6,2:2,11,16,N2,2,0,11,1,full,4
6,6,2:2,11,16,N2,2,1,11,1,full,4
6,6,2:2,11,16,N2,2,2,11,1,full,4
6,6,2:2,11,16,N2,2,3,11,1,full,4
3,6,2:3,11,16,N2,2,0,15,1,full,4
3,6,2:3,11,16,N2,2,1,15,1,full,4
3,6,2:3,11,16,N2,2,2,15,1,full,4
3,6,2:3,11,16,N2,2,3,15,1,full,4
6,6,3:0,11,16,N2,2,0,11,1,full,4
6,6,3:0,11,16,N2,2,1,11,1,full,4
6,6,3:0,11,16,N2,2,2,11,1,full,4
6,6,3:0,11,16,N2,2,3,11,1,full,4
1,6,3:1,11,16,N2,2,0,,0,full,4
1,6,3:1,11,16,N2,2,1,,0,full,4
1,6,3:1,11,16,N2,2,2,,0,full,4
1,6,3:1,11,16,N2,2,3,,0,full,4
3,6,3:2,11,16,N2,2,0,11,1,full,4
3,6,3:2,11,16,N2,2,1,11,1,full,4
3,6,3:2,11,16,N2,2,2,11,1,full,4
3,6,3:2,11,16,N2,2,3,11,1,full,4
5,6,3:3,11,16,N2,2,0,15,1,full,4
5,6,3:3,11,16,N2,2,1,15,1,full,4
5,6,3:3,11,16,N2,2,2,15,1,full,4
5,6,3:3,11,16,N2,2,3,15,1,full,4
4,6,0:0,11,16,N3,2,0,7,1,full,4
4,6,0:0,11,16,N3,2,1,7,1,full,4
4,6,0:0,11,16,N3,2,2,7,1,full,4
4,6,0:0,11,16,N3,2,3,7,1,full,4
4,6,0:1,11,16,N3,2,0,11,1,full,4
4,6,0:1,11,16,N3,2,1,11,1,full,4
4,6,0:1,11,16,N3,2,2,11,1,full,4
4,6,0:1,11,16,N3,2,3,11,1,full,4
3,6,0:2,11,16,N3,2,0,12,3,full,4
3,6,0:2,11,16,N3,2,1,12,3,full,4
3,6,0:2,11,16,N3,2,2,12,3,full,4
3,6,0:2,11,16,N3,2,3,12,3,full,4
6,6,0:3,11,16,N3,2,0,11,1,full,4
6,6,0:3,11,16,N3,2,1,11,1,full,4
6,6,0:3,11,16,N3,2,2,11,1,full,4
6,6,0:3,11,16,N3,2,3,11,1,full,4
4,6,1:0,11,16,N3,2,0,11,1,full,4
4,6,1:0,11,16,N3,2,1,11,1,full,4
4,6,1:0,11,16,N3,2,2,11,1,full,4
4,6,1:0,11,16,N3,2,3,11,1,full,4
1,6,1:1,11,16,N3,2,0,,0,full,4
1,6,1:1,11,16,N3,2,1,,0,full,4
1,6,1:1,11,16,N3,2,2,,0,full,4
1,6,1:1,11,16,N3,2,3,,0,full,4
2,6,1:2,11,16,N3,2,0,,0,full,4
2,6,1:2,11,16,N3,2,1,,0,full,4
2,6,1:2,11,16,N3,2,2,,0,full,4
2,6,1:2,11,16,N3,2,3,,0,full,4
2,6,1:3,11,16,N3,2,0,11,1,full,4
2,6,1:3,11,16,N3,2,1,11,1,full,4
2,6,1:3,11,16,N3,2,2,11,1,full,4
2,6,1:3,11,16,N3,2,3,11,1,full,4
4,6,2:0,11,16,N3,2,0,11,1,full,4
4,6,2:0,11,16,N3,2,1,11,1,full,4
4,6,2:0,11,16,N3,2,2,11,1,full,4
4,6,2:0,11,16,N3,2,3,11,1,full,4
1,6,2:1,11,16,N3,2,0,,0,full,4
1,6,2:1,11,16,N3,2,1,,0,full,4
1,6,2:1,11,16,N3,2,2,,0,full,4
1,6,2:1,11,16,N3,2,3,,0,full,4
6,6,2:2,11,16,N3,2,0,11,1,full,4
6,6,2:2,11,16,N3,2,1,11,1,full,4
6,6,2:2,11,16,N3,2,2,11,1,full,4
6,6,2:2,11,16,N3,2,3,11,1,full,4
3,6,2:3,11,16,N3,2,0,15,1,full,4
3,6,2:3,11,16,N3,2,1,15,1,full,4
3,6,2:3,11,16,N3,2,2,15,1,full,4
3,6,2:3,11,16,N3,2,3,15,1,full,4
6,6,3:0,11,16,N3,2,0,11,1,full,4
6,6,3:0,11,16,N3,2,1,11,1,full,4
6,6,3:0,11,16,N3,2,2,11,1,full,4
6,6,3:0,11,16,N3,2,3,11,1,full,4
1,6,3:1,11,16,N3,2,0,,0,full,4
1,6,3:1,11,16,N3,2,1,,0,full,4
1,6,3:1,11,16,N3,2,2,,0,full,4
1,6,3:1,11,16,N3,2,3,,0,full,4
3,6,3:2,11,16,N3,2,0,11,1,full,4
3,6,3:2,11,16,N3,2,1,11,1,full,4
3,6,3:2,11,16,N3,2,2,11,1,full,4
3,6,3:2,11,16,N3,2,3,11,1,full,4
5,6,3:3,11,16,N3,2,0,15,1,full,4
5,6,3:3,11,16,N3,2,1,15,1,full,4
5,6,3:3,11,16,N3,2,2,15,1,full,4
5,6,3:3,11,16,N3,2,3,15,1,full,4
4,6,0:0,11,32,N1,2,0,7,1,full,4
4,6,0:0,11,32,N1,2,1,7,1,full,4
4,6,0:0,11,32,N1,2,2,7,1,full,4
4,6,0:0,11,32,N1,2,3,7,1,full,4
4,6,0:1,11,32,N1,2,0,11,1,full,4
4,6,0:1,11,32,N1,2,1,11,1,full,4
4,6,0:1,11,32,N1,2,2,11,1,full,4
4,6,0:1,11,32,N1,2,3,11,1,full,4
3,6,0:2,11,32,N1,2,0,12,3,full,4
3,6,0:2,11,32,N1,2,1,12,3,full,4
3,6,0:2,11,32,N1,2,2,12,3,full,4
3,6,0:2,11,32,N1,2,3,12,3,full,4
6,6,0:3,11,32,N1,2,0,11,1,full,4
6,6,0:3,11,32,N1,2,1,11,1,full,4
6,6,0:3,11,32,N1,2,2,11,1,full,4
6,6,0:3,11,32,N1,2,3,11,1,full,4
4,6,1:0,11,32,N1,2,0,11,1,full,4
4,6,1:0,11,32,N1,2,1,11,1,full,4
4,6,1:0,11,32,N1,2,2,11,1,full,4
4,6,1:0,11,32,N1,2,3,11,1,full,4
1,6,1:1,11,32,N1,2,0,,0,full,4
1,6,1:1,11,32,N1,2,1,,0,full,4
1,6,1:1,11,32,N1,2,2,,0,full,4
1,6,1:1,11,32,N1,2,3,,0,full,4
2,6,1:2,11,32,N1,2,0,,0,full,4
2,6,1:2,11,32,N1,2,1,,0,full,4
2,6,1:2,11,32,N1,2,2,,0,full,4
2,6,1:2,11,32,N1,2,3,,0,full,4
2,6,1:3,11,32,N1,2,0,11,1,full,4
2,6,1:3,11,32,N1,2,1,11,1,full,4
2,6,1:3,11,32,N1,2,2,11,1,full,4
2,6,1:3,11,32,N1,2,3,11,1,full,4
4,6,2:0,11,32,N1,2,0,11,1,full,4
4,6,2:0,11,32,N1,2,1,11,1,full,4
4,6,2:0,11,32,N1,2,2,11,1,full,4
4,6,2:0,11,32,N1,2,3,11,1,full,4
1,6,2:1,11,32,N1,2,0,,0,full,4
1,6,2:1,11,32,N1,2,1,,0,full,4
1,6,2:1,11,32,N1,2,2,,0,full,4
1,6,2:1,11,32,N1,2,3,,0,full,4
6,6,2:2,11,32,N1,2,0,11,1,full,4
6,6,2:2,11,32,N1,2,1,11,1,full,4
6,6,2:2,11,32,N1,2,2,11,1,full,4
6,6,2:2,11,32,N1,2,3,11,1,full,4
3,6,2:3,11,32,N1,2,0,15,1,full,4
3,6,2:3,11,32,N1,2,1,15,1,full,4
3,6,2:3,11,32,N1,2,2,15,1,full,4
3,6,2:3,11,32,N1,2,3,15,1,full,4
6,6,3:0,11,32,N1,2,0,11,1,full,4
6,6,3:0,11,32,N1,2,1,11,1,full,4
6,6,3:0,11,32,N1,2,2,11,1,full,4
6,6,3:0,11,32,N1,2,3,11,1,full,4
1,6,3:1,11,32,N1,2,0,,0,full,4
1,6,3:1,11,32,N1,2,1,,0,full,4
1,6,3:1,11,32,N1,2,2,,0,full,4
1,6,3:1,11,32,N1,2,3,,0,full,4
3,6,3:2,11,32,N1,2,0,11,1,full,4
3,6,3:2,11,32,N1,2,1,11,1,full,4
3,6,3:2,11,32,N1,2,2,11,1,full,4
3,6,3:2,11,32,N1,2,3,11,1,full,4
5,6,3:3,11,32,N1,2,0,15,1,full,4
5,6,3:3,11,32,N1,2,1,15,1,full,4
5,6,3:3,11,32,N1,2,2,15,1,full,4
5,6,3:3,11,32,N1,2,3,15,1,full,4
4,6,0:0,11,32,N2,2,0,7,1,full,4
4,6,0:0,11,32,N2,2,1,7,1,full,4
4,6,0:0,11,32,N2,2,2,7,1,full,4
4,6,0:0,11,32,N2,2,3,7,1,full,4
4,6,0:1,11,32,N2,2,0,11,1,full,4
4,6,0:1,11,32,N2,2,1,11,1,full,4
4,6,0:1,11,32,N2,2,2,11,1,full,4
4,6,0:1,11,32,N2,2,3,11,1,full,4
3,6,0:2,11,32,N2,2,0,12,3,full,4
3,6,0:2,11,32,N2,2,1,12,3,full,4
3,6,0:2,11,32,N2,2,2,12,3,full,4
3,6,0:2,11,32,N2,2,3,12,3,full,4
6,6,0:3,11,32,N2,2,0,11,1,full,4
6,6,0:3,11,32,N2,2,1,11,1,full,4
6,6,0:3,11,32,N2,2,2,11,1,full,4
6,6,0:3,11,32,N2,2,3,11,1,full,4
4,6,1:0,11,32,N2,2,0,11,1,full,4
4,6,1:0,11,32,N2,2,1,11,1,full,4
4,6,1:0,11,32,N2,2,2,11,1,full,4
4,6,1:0,11,32,N2,2,3,11,1,full,4
1,6,1:1,11,32,N2,2,0,,0,full,4
1,6,1:1,11,32,N2,2,1,,0,full,4
